SETTLEMENTDATE,REGIONID,TOTAL_SENT_OUT_ENERGY,TOTAL_EMISSIONS,CO2E_INTENSITY_INDEX,date,Battery (Charging) -  GWh,Exports -  GWh,Imports -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Battery (Discharging) -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Temperature Min - C,Temperature Mean - C,Temperature Max - C,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Price - AUD/MWh,Battery (Charging) Market Value - AUD,Exports Market Value - AUD,Imports Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Battery (Discharging) Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2021-03-08,SA1,21704.803765,3820.72548234,0.176,2021-03-08,-0.16,-1.87,5.06,0.0,2.54,4.22,0.0,0.52,0.17,12.51,2.02,7.64,12.1,18.81,26.0,-0.13,1523.0,1689.0,0.0,314.1,,35.7,4960.0,37964.0,219331.0,-3.96,89796.0,142732.0,0.0,26489.0,5549.0,414234.0,48293.0,176295.0
2021-03-09,SA1,30444.096533,3380.29193781,0.111,2021-03-09,-0.26,-3.64,0.49,0.0,2.09,4.16,0.14,0.12,0.21,22.06,1.97,8.06,16.2,19.71,26.0,-0.4,1254.0,1664.0,96.07,73.63,,8.27,2079.0,-15955.0,18633.0,-5.9,24521.0,43235.0,5211.0,5029.0,4198.0,375992.0,-27605.0,-142434.0
2021-03-10,SA1,26432.783545,3607.23484105,0.1365,2021-03-10,-0.25,-0.26,4.95,0.0,2.24,4.11,0.09,0.49,0.15,18.3,1.24,4.0,14.8,20.34,26.0,2.98,1342.0,1644.0,66.29,291.9,,34.68,7157.0,6538.0,209109.0,122.1,79078.0,142114.0,4582.0,23324.0,5674.0,608318.0,32539.0,96776.0
2021-03-11,SA1,18213.29817301,5235.50945852,0.2875,2021-03-11,-0.23,0.0,10.13,0.0,3.29,4.51,0.5,1.24,0.2,5.73,2.92,7.44,14.3,23.8,31.8,-0.05,1973.0,1804.0,351.5,743.1,,53.86,9728.0,0.0,590942.0,6.06,186293.0,248088.0,32774.0,87678.0,13134.0,321279.0,130266.0,304814.0
2021-03-12,SA1,23940.31709001,9470.83273172,0.3956,2021-03-12,-0.2,-0.18,6.05,1.27,4.07,5.05,2.87,0.49,0.24,8.5,1.67,7.75,13.2,18.13,22.5,1272.0,2442.0,2022.0,2007.0,296.0,,1319.9,150664.0,552.5,8813898.0,6152672.0,7043982.0,9853838.0,12950416.0,23466.0,784531.0,3211947.0,262224.0,379889.0
2021-03-13,SA1,30129.597624,5521.80373797,0.1833,2021-03-13,-0.35,-1.41,0.28,0.02,3.69,4.98,1.15,0.01,0.13,20.39,0.21,4.1,10.0,15.07,19.8,23.22,2216.0,1990.0,805.6,4.25,,-62.12,-27331.0,-126460.0,13969.0,3039.0,-93515.0,-168399.0,-7512.0,278.0,-1920.0,-957236.0,-12866.0,-684558.0
2021-03-14,SA1,20994.33868299,4833.91451856,0.2302,2021-03-14,-0.21,-0.08,2.36,0.0,3.39,4.4,0.76,0.12,0.15,12.03,0.41,7.38,9.4,16.08,21.2,-0.11,2033.0,1761.0,531.5,70.93,,-168.74,-63261.0,-45168.0,-59921.0,-0.24,-408993.0,-618465.0,-90483.0,4352.0,772.4,-533195.0,-39274.0,-3328317.0
2021-03-15,SA1,24894.6639,9394.91813684,0.3774,2021-03-15,-0.12,0.0,4.2,0.06,6.71,4.71,2.59,1.59,0.16,7.33,1.79,5.22,14.5,19.15,23.0,57.87,4026.0,1882.0,1813.0,952.1,,69.68,9216.0,0.0,293461.0,12564.0,519406.0,340178.0,221104.0,117994.0,10553.0,473160.0,103014.0,284898.0
2021-03-16,SA1,27604.63405301,8511.01141128,0.3083,2021-03-16,-0.27,-0.06,3.13,0.06,5.64,4.64,2.4,1.68,0.19,11.44,1.77,4.55,13.8,21.63,27.3,60.66,3382.0,1855.0,1683.0,1008.0,,72.69,18530.0,1539.0,234044.0,7103.0,419655.0,336596.0,166657.0,122483.0,16554.0,619520.0,168041.0,446510.0
2021-03-17,SA1,25658.206213,8387.44234883,0.3269,2021-03-17,-0.22,0.0,3.55,0.0,5.23,4.71,1.87,2.74,0.17,9.11,2.06,7.61,18.5,24.32,30.1,-0.01,3138.0,1885.0,1308.0,1642.0,,61.55,10871.0,0.0,235753.0,-0.66,345687.0,302719.0,139936.0,194901.0,16489.0,584676.0,98329.0,337548.0
2021-03-18,SA1,28624.96887201,5829.42670948,0.2036,2021-03-18,-0.16,-0.04,2.89,0.0,4.0,4.18,1.05,1.1,0.14,16.94,1.47,7.33,19.0,24.74,29.9,-0.06,2401.0,1670.0,737.0,660.1,,19.02,2525.0,1148.0,87522.0,-1.85,112243.0,88641.0,39653.0,31676.0,4594.0,461949.0,-3674.0,-86270.0
2021-03-19,SA1,33316.68193,3406.87766452,0.1023,2021-03-19,-0.23,-2.29,1.63,0.0,2.43,4.08,0.0,0.0,0.23,25.77,1.09,6.51,20.4,25.86,31.3,0.97,1459.0,1630.0,0.0,0.0,,5.6,-5439.0,-25922.0,52867.0,-27.88,34146.0,40536.0,0.0,0.0,5790.0,329891.0,-26313.0,-185923.0
2021-03-20,SA1,33433.58509,3260.5789099,0.0975,2021-03-20,-0.26,-3.22,0.87,0.0,2.21,4.07,0.0,0.0,0.21,26.14,1.05,6.91,21.1,25.49,30.0,-0.03,1328.0,1628.0,0.0,0.0,,7.17,-3039.0,-2479.0,24820.0,-0.9,24907.0,40332.0,0.0,0.0,4918.0,342903.0,-20805.0,-139429.0
2021-03-21,SA1,23664.567725,4647.49883468,0.1964,2021-03-21,-0.27,-0.73,6.98,0.0,2.49,4.29,0.83,0.95,0.14,13.79,1.39,6.54,17.2,23.24,28.5,0.41,1495.0,1716.0,581.1,568.0,,45.0,9781.0,18709.0,372550.0,44.48,116303.0,186911.0,51754.0,63356.0,9264.0,514777.0,50616.0,244653.0
2021-03-22,SA1,21701.298951,8091.51183349,0.3729,2021-03-22,-0.21,0.0,11.06,0.0,5.56,4.78,0.76,3.29,0.23,5.74,1.68,6.57,13.8,19.2,23.2,-0.03,3337.0,1914.0,533.7,1976.0,,71.15,13964.0,0.0,792508.0,-2.18,420344.0,344686.0,64499.0,240308.0,21232.0,369783.0,110914.0,429895.0
2021-03-23,SA1,26371.209568,6529.05047799,0.2476,2021-03-23,-0.32,-2.21,5.65,0.0,5.06,4.31,0.7,1.52,0.29,12.5,2.32,7.24,17.1,19.08,21.8,-0.14,3036.0,1724.0,488.3,910.7,,58.46,13017.0,46417.0,464709.0,-7.34,382580.0,276771.0,75564.0,133482.0,30365.0,454911.0,79134.0,209399.0
